Date,BW,Remark
2022/6/23,150,
2022/6/23,150,
2022/6/23,180,
2022/6/23,190,
2022/10/3,1160,
2022/10/3,830,
2022/10/3,860,
2022/10/3,740,
2022/10/3,1020,
2022/10/3,700,
2022/10/3,960,
2022/10/3,840,
2022/10/3,580,
2022/10/3,780,
2022/10/3,900,
2022/10/3,960,
2022/10/3,1140,
2022/10/3,920,
2022/10/3,760,
2022/10/3,960,
2022/10/3,760,
2022/10/3,820,
2022/10/3,860,
2022/10/3,1020,
2022/10/3,660,
2022/10/3,740,
2022/10/3,620,
2022/10/3,740,
2022/10/3,320,
2022/10/3,620,
2022/10/3,420,
2022/10/3,540,
2022/10/3,820,
2022/10/3,800,
2022/10/3,920,
2022/10/3,800,
2022/10/3,860,
2022/10/3,520,
2022/10/3,780,
2022/10/3,860,
2022/10/3,600,
2022/10/3,840,
2022/10/3,980,
2022/10/3,860,
2022/10/3,700,
2022/10/3,820,
2022/10/3,1280,
2022/10/3,800,
2022/10/3,760,
2022/10/3,980,
2022/10/3,720,
2022/10/3,1060,
2022/10/3,760,
2022/10/3,440,
2022/10/3,980,
2022/10/3,740,
2022/10/3,660,
2022/10/3,920,
2022/10/3,700,
2022/10/3,500,
2022/10/3,840,
2022/10/3,720,
2022/10/3,640,
2022/10/3,1000,
2022/10/3,760,
2022/10/3,640,
2022/10/3,860,
2022/10/3,1300,
2022/10/3,860,
2022/10/3,940,
2022/10/3,760,
2022/10/3,860,
2022/10/3,600,
2022/10/3,720,
2022/10/3,920,
2022/10/3,760,
2022/10/3,1280,
2022/10/3,800,
2022/10/3,700,
2022/10/3,760,
2022/10/3,640,
2022/10/3,560,
2022/10/3,1200,
2022/11/30,2130,
2022/11/30,901,
2022/11/30,1138,
2022/11/30,1591,
2022/11/30,1576,
2022/11/30,812,
2022/11/30,686,
2022/11/30,1084,
2022/11/30,702,
2022/11/30,686,
2022/11/30,788,
2022/11/30,1741,
2022/11/30,1807,
2022/11/30,1141,
2022/11/30,1189,
2022/11/30,1289,
2022/11/30,1258,
2022/11/30,792,
2022/11/30,897,
2022/11/30,939,
2022/11/30,1093,
2022/11/30,574,
2022/11/30,1220,
2022/11/30,761,
2022/11/30,1123,
2022/11/30,932,
2022/11/30,1062,
2022/11/30,551,
2022/11/30,874,
2022/11/30,795,
2022/11/30,1125,
2022/11/30,973,
2022/11/30,905,
2022/11/30,748,
2022/11/30,981,
2022/11/30,993,
2022/11/30,872,
2022/11/30,911,
2022/11/30,1077,
2022/11/30,991,
2022/11/30,1255,
2022/11/30,781,
2022/11/30,1247,
2022/11/30,702,
2022/11/30,887,
2022/11/30,1189,
2022/11/30,818,
2022/11/30,942,
2022/11/30,918,
2022/11/30,820,
2022/11/30,769,
2022/11/30,1050,
2022/11/30,879,
2022/11/30,918,
2022/11/30,604,
2022/11/30,728,
2022/11/30,1234,
2022/11/30,646,
2022/11/30,1005,
2022/11/30,791,
2022/11/30,1084,
2022/11/30,590,
2022/11/30,982,
2022/11/30,756,
2022/11/30,1048,
2022/11/30,1198,
2022/11/30,869,
2022/11/30,752,
2022/11/30,1079,
2022/11/30,1218,
2022/11/30,1095,
2022/11/30,764,
2022/11/30,1316,
2022/11/30,1131,
2022/11/30,706,
2022/11/30,929,
2022/11/30,514,
2022/11/30,766,
2022/11/30,561,
2022/11/30,838,
2022/11/30,990,
2022/11/30,1153,
2022/11/30,1139,
2022/11/30,994,
2022/11/30,1228,
2022/11/30,490,
2022/11/30,1170,
2022/11/30,1040,
2022/11/30,943,
2022/11/30,840,
2022/11/30,751,
2022/11/30,1251,
2022/11/30,1062,
2022/11/30,980,
2022/11/30,520,
2022/11/30,987,
2022/11/30,1216,
2022/11/30,1070,
2022/11/30,777,
2022/11/30,714,
2022/11/30,687,
2022/11/30,985,
2022/11/30,733,
2022/11/30,1273,
2022/11/30,997,
2022/11/30,943,
2022/11/30,1301,
2022/11/30,770,
2022/11/30,1481,
2022/11/30,921,
2022/11/30,1167,
2022/11/30,764,
2022/11/30,1183,
2022/11/30,933,
2022/11/30,877,
2022/11/30,615,
2022/11/30,789,
2022/11/30,1074,
2022/11/30,1059,
2022/11/30,897,
2022/11/30,809,
2022/11/30,920,
2022/11/30,843,
2022/11/30,981,
2022/11/30,1299,
2022/11/30,740,
2022/11/30,947,
2022/11/30,1094,
2022/11/30,1427,
2022/11/30,1282,
2022/11/30,1224,
2022/11/30,1121,
2022/11/30,1011,
2022/11/30,974,
2022/11/30,903,
2022/11/30,937,
2022/11/30,933,
2022/11/30,566,
2022/11/30,775,
2022/11/30,664,
2022/11/30,819,
2022/11/30,811,
2022/11/30,1121,
2022/11/30,914,
2022/11/30,994,
2022/11/30,840,
2022/11/30,902,
2022/11/30,752,
2022/11/30,833,
2022/11/30,670,
2022/11/30,721,
2022/11/30,875,
2022/11/30,712,
2022/11/30,1145,
2022/11/30,901,
2022/11/30,903,
2022/11/30,485,
2022/11/30,866,
2022/11/30,831,
2022/11/30,683,
2022/11/30,967,
2022/11/30,960,
2022/11/30,617,
2022/11/30,797,
2022/11/30,877,
2022/11/30,720,
2022/11/30,1136,
2022/11/30,697,
2022/11/30,1225,
2022/11/30,861,
2022/11/30,1159,
2022/11/30,1163,
2022/11/30,787,
2022/11/30,527,
2022/11/30,795,
2022/11/30,636,
2022/11/30,1322,
2022/11/30,728,
2022/11/30,1322,
2022/11/30,897,
2022/11/30,685,
2022/11/30,876,
2022/11/30,787,
2022/11/30,1213,
2022/11/30,468,
2022/11/30,953,
2022/11/30,743,
2022/11/30,935,
2022/11/30,835,
2022/11/30,1034,
2022/11/30,851,
2022/11/30,616,
2022/11/30,764,
2022/11/30,949,
2022/11/30,869,
2022/11/30,770,
2022/11/30,770,
2022/11/30,987,
2022/11/30,613,
2022/11/30,813,
2022/11/30,882,
2022/11/30,812,
2022/11/30,832,
2022/11/30,969,
2022/11/30,857,
2022/11/30,1195,
2022/11/30,868,
2022/11/30,1273,
2022/11/30,890,
2022/11/30,750,
2022/11/30,1131,
2022/11/30,1080,
2022/11/30,1181,
2022/11/30,1432,
2022/11/30,1391,
2022/11/30,847,
2022/11/30,989,
2022/11/30,1001,
2022/11/30,866,
2022/11/30,1226,
2022/11/30,1044,
2022/11/30,875,
2022/11/30,778,
2022/11/30,702,
2022/11/30,797,
2022/11/30,820,
2022/11/30,584,
2022/11/30,1149,
2022/11/30,765,
2022/11/30,915,
2022/11/30,824,
2022/11/30,1150,
2022/11/30,1594,
2022/11/30,1079,
2022/11/30,1185,
2022/11/30,1045,
2022/11/30,696,
2022/11/30,607,
2022/11/30,489,
2022/11/30,629,
2022/11/30,1105,
2022/11/30,1016,
2022/11/30,1137,
2022/11/30,978,
2022/11/30,1391,
2022/11/30,694,
2022/11/30,799,
2022/11/30,1308,
2022/11/30,1223,
2022/11/30,884,
2022/11/30,724,
2022/11/30,901,
2022/11/30,765,
2022/11/30,597,
2022/11/30,552,
2022/11/30,791,
2022/11/30,829,
2022/11/30,970,
2022/11/30,1020,
2022/11/30,896,
2022/11/30,997,
2022/11/30,842,
2022/11/30,985,
2022/11/30,1083,
2022/11/30,1285,
2022/11/30,1218,
2022/11/30,957,
2022/11/30,1052,
2022/11/30,652,
2022/11/30,1250,
2022/11/30,1009,
2022/11/30,1307,
2022/11/30,1098,
2022/11/30,993,
2022/11/30,794,
2022/11/30,580,
2022/11/30,857,
2022/11/30,845,
2022/11/30,999,
2022/11/30,780,
2022/11/30,1081,
2022/11/30,1049,
2022/11/30,815,
2022/11/30,665,
2022/11/30,919,
2022/11/30,712,
2022/11/30,1012,
2022/11/30,868,
2022/11/30,938,
2022/11/30,1316,
2022/11/30,911,
2022/11/30,873,
2022/11/30,796,
2022/11/30,724,
2022/11/30,872,
2022/11/30,897,
2022/11/30,1188,
2022/11/30,888,
2022/11/30,1133,
2023/5/17,331,
2023/5/17,299,
2023/5/17,269,
2023/5/17,366,
2023/5/17,275,
2023/5/17,204,
2023/5/17,282,
2023/5/17,475,
2023/5/17,316,
2023/5/17,402,
2023/6/25,680,
2023/6/25,580,
2023/6/25,590,
2023/6/25,640,
2023/6/25,540,
