N,itm,Date,u,v
1,1,2025-10-21 18:30:00,0.59,-0.16
2,2,2025-10-21 19:30:00,0.48,-0.13
3,3,2025-10-21 20:30:00,0.38,-0.1
4,4,2025-10-21 21:30:00,0.32,-0.07
5,5,2025-10-21 22:30:00,0.29,-0.07
6,6,2025-10-21 23:30:00,0.28,-0.08
7,7,2025-10-22 00:30:00,0.25,-0.09
8,8,2025-10-22 01:30:00,0.21,-0.09
9,9,2025-10-22 02:30:00,0.15,-0.07
10,10,2025-10-22 03:30:00,0.08,-0.05
11,11,2025-10-22 04:30:00,-0.02,0.0
12,12,2025-10-22 05:30:00,-0.12,0.06
13,13,2025-10-22 06:30:00,-0.18,0.07
14,14,2025-10-22 07:30:00,-0.21,0.07
15,15,2025-10-22 08:30:00,-0.22,0.04
16,16,2025-10-22 09:30:00,-0.16,-0.01
17,17,2025-10-22 10:30:00,-0.04,-0.06
18,18,2025-10-22 11:30:00,0.11,-0.12
19,19,2025-10-22 12:30:00,0.26,-0.13
20,20,2025-10-22 13:30:00,0.45,-0.14
21,21,2025-10-22 14:30:00,0.66,-0.21
22,22,2025-10-22 15:30:00,0.8,-0.27
23,23,2025-10-22 16:30:00,0.84,-0.27
24,24,2025-10-22 17:30:00,0.79,-0.25
25,25,2025-10-22 18:30:00,0.7,-0.22
26,26,2025-10-22 19:30:00,0.58,-0.19
27,27,2025-10-22 20:30:00,0.46,-0.14
28,28,2025-10-22 21:30:00,0.38,-0.11
29,29,2025-10-22 22:30:00,0.33,-0.09
30,30,2025-10-22 23:30:00,0.3,-0.07
31,31,2025-10-23 00:30:00,0.27,-0.06
32,32,2025-10-23 01:30:00,0.23,-0.05
33,33,2025-10-23 02:30:00,0.16,-0.03
34,34,2025-10-23 03:30:00,0.07,-0.01
35,35,2025-10-23 04:30:00,-0.05,0.01
36,36,2025-10-23 05:30:00,-0.18,0.05
37,37,2025-10-23 06:30:00,-0.3,0.08
38,38,2025-10-23 07:30:00,-0.41,0.09
39,39,2025-10-23 08:30:00,-0.47,0.08
40,40,2025-10-23 09:30:00,-0.44,0.06
41,41,2025-10-23 10:30:00,-0.33,0.02
42,42,2025-10-23 11:30:00,-0.14,-0.03
43,43,2025-10-23 12:30:00,0.08,-0.09
44,44,2025-10-23 13:30:00,0.27,-0.1
45,45,2025-10-23 14:30:00,0.53,-0.14
46,46,2025-10-23 15:30:00,0.74,-0.23
47,47,2025-10-23 16:30:00,0.81,-0.27
48,48,2025-10-23 17:30:00,0.85,-0.27
49,49,2025-10-23 18:30:00,0.83,-0.25
50,50,2025-10-23 19:30:00,0.75,-0.22
51,51,2025-10-23 20:30:00,0.66,-0.18
52,52,2025-10-23 21:30:00,0.56,-0.14
53,53,2025-10-23 22:30:00,0.47,-0.11
54,54,2025-10-23 23:30:00,0.4,-0.09
55,55,2025-10-24 00:30:00,0.34,-0.08
56,56,2025-10-24 01:30:00,0.28,-0.07
57,57,2025-10-24 02:30:00,0.19,-0.06
58,58,2025-10-24 03:30:00,0.09,-0.04
59,59,2025-10-24 04:30:00,-0.03,-0.01
60,60,2025-10-24 05:30:00,-0.16,0.03
61,61,2025-10-24 06:30:00,-0.31,0.07
62,62,2025-10-24 07:30:00,-0.44,0.1
63,63,2025-10-24 08:30:00,-0.53,0.13
64,64,2025-10-24 09:30:00,-0.53,0.13
65,65,2025-10-24 10:30:00,-0.43,0.12
66,66,2025-10-24 11:30:00,-0.23,0.09
67,67,2025-10-24 12:30:00,0.02,0.03
68,68,2025-10-24 13:30:00,0.33,-0.04
69,69,2025-10-24 14:30:00,0.62,-0.14
70,70,2025-10-24 15:30:00,0.84,-0.24
71,71,2025-10-24 16:30:00,0.92,-0.29
72,72,2025-10-24 17:30:00,0.96,-0.29
73,73,2025-10-24 18:30:00,0.98,-0.29
74,74,2025-10-24 19:30:00,0.96,-0.26
75,75,2025-10-24 20:30:00,0.9,-0.24
76,76,2025-10-24 21:30:00,0.82,-0.21
77,77,2025-10-24 22:30:00,0.73,-0.19
78,78,2025-10-24 23:30:00,0.64,-0.17
79,79,2025-10-25 00:30:00,0.55,-0.14
80,80,2025-10-25 01:30:00,0.45,-0.11
81,81,2025-10-25 02:30:00,0.35,-0.09
82,82,2025-10-25 03:30:00,0.23,-0.07
83,83,2025-10-25 04:30:00,0.11,-0.04
84,84,2025-10-25 05:30:00,-0.03,-0.0
85,85,2025-10-25 06:30:00,-0.16,0.04
86,86,2025-10-25 07:30:00,-0.29,0.08
87,87,2025-10-25 08:30:00,-0.38,0.11
88,88,2025-10-25 09:30:00,-0.41,0.12
89,89,2025-10-25 10:30:00,-0.36,0.12
90,90,2025-10-25 11:30:00,-0.22,0.09
91,91,2025-10-25 12:30:00,-0.01,0.04
92,92,2025-10-25 13:30:00,0.26,-0.02
93,93,2025-10-25 14:30:00,0.55,-0.12
94,94,2025-10-25 15:30:00,0.78,-0.22
95,95,2025-10-25 16:30:00,0.94,-0.26
96,96,2025-10-25 17:30:00,1.04,-0.31
97,97,2025-10-25 18:30:00,1.09,-0.31
98,98,2025-10-25 19:30:00,1.08,-0.29
99,99,2025-10-25 20:30:00,1.04,-0.27
100,100,2025-10-25 21:30:00,0.96,-0.25
101,101,2025-10-25 22:30:00,0.87,-0.23
102,102,2025-10-25 23:30:00,0.77,-0.2
103,103,2025-10-26 00:30:00,0.66,-0.18
104,104,2025-10-26 01:30:00,0.54,-0.15
105,105,2025-10-26 02:30:00,0.41,-0.13
106,106,2025-10-26 03:30:00,0.28,-0.11
107,107,2025-10-26 04:30:00,0.16,-0.08
108,108,2025-10-26 05:30:00,0.02,-0.04
109,109,2025-10-26 06:30:00,-0.13,0.03
110,110,2025-10-26 07:30:00,-0.26,0.08
111,111,2025-10-26 08:30:00,-0.38,0.11
112,112,2025-10-26 09:30:00,-0.47,0.12
113,113,2025-10-26 10:30:00,-0.49,0.13
114,114,2025-10-26 11:30:00,-0.41,0.12
115,115,2025-10-26 12:30:00,-0.23,0.08
116,116,2025-10-26 13:30:00,-0.01,0.02
117,117,2025-10-26 14:30:00,0.26,-0.04
118,118,2025-10-26 15:30:00,0.59,-0.13
119,119,2025-10-26 16:30:00,0.84,-0.24
120,120,2025-10-26 17:30:00,0.95,-0.29
121,121,2025-10-26 18:30:00,1.03,-0.3
122,122,2025-10-26 19:30:00,1.1,-0.31
123,123,2025-10-26 20:30:00,1.12,-0.3
124,124,2025-10-26 21:30:00,1.09,-0.28
125,125,2025-10-26 22:30:00,1.03,-0.27
126,126,2025-10-26 23:30:00,0.94,-0.25
127,127,2025-10-27 00:30:00,0.84,-0.23
128,128,2025-10-27 01:30:00,0.72,-0.2
129,129,2025-10-27 02:30:00,0.58,-0.15
130,130,2025-10-27 03:30:00,0.42,-0.1
131,131,2025-10-27 04:30:00,0.27,-0.07
132,132,2025-10-27 05:30:00,0.13,-0.05
133,133,2025-10-27 06:30:00,0.0,-0.02
